tx_id,tx_size,tx_fee
tx341,22494,579
tx342,60919,603
tx343,7447,906
tx344,6644,749
tx345,59557,198
tx346,32668,797
tx347,33900,134
tx348,6924,960
tx349,9978,220
tx350,55660,270
tx351,7986,335
tx352,33799,115
tx353,50747,323
tx354,67404,587
tx355,44161,390
tx356,51077,370
tx357,45181,924
tx358,74571,908
tx359,7805,300
tx360,42029,633
tx361,42608,275
tx362,44002,254
tx363,32157,481
tx364,20854,152
tx365,35625,694
tx366,55897,360
tx367,85504,284
tx368,2394,692
tx369,16491,453
tx370,84429,196
tx371,75986,498
tx372,78637,854
tx373,82066,683
tx374,95139,541
tx375,58160,966
tx376,3579,991
tx377,57755,752
tx378,93015,434
tx379,6752,472
tx380,92779,718
tx381,58478,151
tx382,78171,438
tx383,66231,780
tx384,33029,265
tx385,67951,402
tx386,15668,672
tx387,78950,291
tx388,90273,394
tx389,41834,616
tx390,25655,689
tx391,95320,838
tx392,28991,816
tx393,43316,124
tx394,89072,879
tx395,4464,294
tx396,74825,550
tx397,3547,567
tx398,28236,915
tx399,53931,309
tx400,51517,712
tx401,30901,627
tx402,28075,608
tx403,69159,843
tx404,76070,456
tx405,5743,824
tx406,49808,132
tx407,66584,820
tx408,85552,622
tx409,15125,268
tx410,30964,455
tx411,93510,397
tx412,18782,843
tx413,24906,415
tx414,2438,463
tx415,91528,951
tx416,6236,971
tx417,85858,819
tx418,49845,167
tx419,76560,811
tx420,75285,427
tx421,76628,494
tx422,22179,918
tx423,3876,743
tx424,84859,451
tx425,51042,224
tx426,97320,965
tx427,37795,220
tx428,70970,458
tx429,75976,385
tx430,78107,330
tx431,38327,432
tx432,77932,644
tx433,86854,160
tx434,95647,518
tx435,62356,341
tx436,64269,723
tx437,45215,340
tx438,84607,636
tx439,16709,816
tx440,77808,458
tx441,90640,896
tx442,43153,187
tx443,66438,605
tx444,31403,708
tx445,20544,291
tx446,24974,685
tx447,15089,107
tx448,10321,806
tx449,37988,629
tx450,25041,504
tx451,39434,640
tx452,2186,424
tx453,71652,464
tx454,85269,678
tx455,17207,715
tx456,76680,459
tx457,29863,297
tx458,79698,540
tx459,64014,544
tx460,41105,299
tx461,22005,289
tx462,37323,846
tx463,26829,870
tx464,60032,108
tx465,89127,133
tx466,87265,138
tx467,33421,567
tx468,71739,293
tx469,30254,672
tx470,90343,591
tx471,21347,719
tx472,85063,494
tx473,78930,780
tx474,97255,143
tx475,7883,159
tx476,85876,473
tx477,50202,560
tx478,22556,521
tx479,22480,513
tx480,48029,920
tx481,33738,202
tx482,82982,486
tx483,94376,720
tx484,1866,700
tx485,90862,315
tx486,74153,800
tx487,54944,576
tx488,78893,774
tx489,46948,552
tx490,19813,578
tx491,91894,212
tx492,93013,947
tx493,93014,491
tx494,7535,160
tx495,92894,293
tx496,46504,893
tx497,35344,482
tx498,43827,574
tx499,68181,797
tx500,8277,339
tx501,50400,552
tx502,20603,343
tx503,82432,934
tx504,90380,154
tx505,49449,402
tx506,45706,290
tx507,25477,597
tx508,25534,609
tx509,18773,545
tx510,83960,313
tx511,88372,772
tx512,44234,695
tx513,41353,475
tx514,94055,396
tx515,66330,648
tx516,23876,627
tx517,28662,966
tx518,4754,622
tx519,27508,600
tx520,48747,444
tx521,25972,215
tx522,41321,679
tx523,64957,120
tx524,70441,243
tx525,19994,732
tx526,39323,764
tx527,25914,305
tx528,97662,249
tx529,31881,899
tx530,25341,197
tx531,74499,103
tx532,83051,973
tx533,82911,412
tx534,67029,652
tx535,33330,312
tx536,81252,338
tx537,26152,570
tx538,56329,319
tx539,37409,675
tx540,36991,586
tx541,20555,536
tx542,56495,216
tx543,21740,870
tx544,31167,914
tx545,39238,176
tx546,79387,392
tx547,64843,741
tx548,64303,781
tx549,64944,438
tx550,1711,601
tx551,75881,448
tx552,37138,943
tx553,99512,114
tx554,90090,508
tx555,85770,656
tx556,58491,855
tx557,53128,718
tx558,31108,409
tx559,13908,130
tx560,65864,765
tx561,61608,542
tx562,35136,696
tx563,52268,150
tx564,92470,901
tx565,97605,777
tx566,89639,674
tx567,60287,907
tx568,90918,294
tx569,44584,694
tx570,97609,767
tx571,18141,526
tx572,22274,811
tx573,55115,913
tx574,44041,749
tx575,50597,866
tx576,39284,331
tx577,22348,447
tx578,21071,487
tx579,19659,625
tx580,86667,253
tx581,79889,569
tx582,23070,871
tx583,25155,981
tx584,47137,718
tx585,15856,592
tx586,40270,727
tx587,98354,248
tx588,12449,350
tx589,44073,997
tx590,8287,180
tx591,84875,552
tx592,24383,264
tx593,70838,479
tx594,59389,871
tx595,72252,154
tx596,96626,588
tx597,50136,608
tx598,30868,488
tx599,95295,998
tx600,4600,868
tx601,20315,422
tx602,21785,387
tx603,81147,800
tx604,60719,143
tx605,43828,547
tx606,44718,695
tx607,54979,572
tx608,62201,603
tx609,57038,651
tx610,46744,199
tx611,10469,427
tx612,4281,677
tx613,48161,236
tx614,49863,582
tx615,92601,570
tx616,54649,369
tx617,73253,326
tx618,57822,176
tx619,37474,372
tx620,62532,235
tx621,53752,647
tx622,51537,342
tx623,14072,487
tx624,20901,465
tx625,80705,840
tx626,11390,209
tx627,90359,592
tx628,9422,143
tx629,17661,386
tx630,13991,370
tx631,7822,789
tx632,16152,948
tx633,23972,303
tx634,54509,342
tx635,79983,299
tx636,66137,985
tx637,51837,586
tx638,65551,727
tx639,49782,431
tx640,84741,880
tx641,62368,867
tx642,18094,478
tx643,5732,305
tx644,52147,288
tx645,71264,269
tx646,67418,917
tx647,66993,296
tx648,65390,200
tx649,19433,247
tx650,44166,130
tx651,45673,337
tx652,39200,228
tx653,52307,943
tx654,86833,230
tx655,96573,197
tx656,76402,773
tx657,71372,626
tx658,79271,276
tx659,65678,248
tx660,31457,415
tx661,98191,238
tx662,67316,740
tx663,38745,987
tx664,28798,750
tx665,31879,695
tx666,93473,797
tx667,86593,991
tx668,57348,660
tx669,80485,813
tx670,80863,420
tx671,91782,840
tx672,10904,867
tx673,36943,768
tx674,37606,245
tx675,90164,584
tx676,9718,584
tx677,31391,440
tx678,87410,868
tx679,74110,171
tx680,55592,523
tx681,24740,222
tx682,94716,785
tx683,31468,226
tx684,45506,340
tx685,49100,122
tx686,8762,477
tx687,98607,287
tx688,30286,111
tx689,18534,900
tx690,94491,361
tx691,63331,503
tx692,8311,685
tx693,34856,411
tx694,82074,954
tx695,70883,419
tx696,97388,709
tx697,3554,816
tx698,39227,155
tx699,61102,112
tx700,88820,601
tx701,17755,759
tx702,73782,816
tx703,87559,424
tx704,66682,285
tx705,23688,883
tx706,87497,931
tx707,37858,125
tx708,93487,584
tx709,14504,260
tx710,37499,126
tx711,66369,450
tx712,2013,125
tx713,51701,766
tx714,79805,388
tx715,85553,802
tx716,71585,968
tx717,28483,831
tx718,58363,646
tx719,67997,108
tx720,7274,342
tx721,32206,177
tx722,86527,310
tx723,16014,177
tx724,79457,594
tx725,75919,722
tx726,60678,570
tx727,5232,146
tx728,44959,866
tx729,3838,382
tx730,64227,988
tx731,74578,322
tx732,9606,377
tx733,68336,682
tx734,64722,435
tx735,34723,655
tx736,59318,417
tx737,77853,434
tx738,64503,491
tx739,41771,984
tx740,4682,138
tx741,98598,850
tx742,49740,544
tx743,62663,957
tx744,28199,691
tx745,98783,545
tx746,31389,351
tx747,1144,210
tx748,16129,472
tx749,6469,198
tx750,66940,514
tx751,15994,615
tx752,86676,160
tx753,84630,757
tx754,3601,883
tx755,11319,363
tx756,59971,613
tx757,82585,652
tx758,71708,100
tx759,78270,818
tx760,61336,605
tx761,81784,299
tx762,85099,345
tx763,80074,689
tx764,97591,497
tx765,95357,153
tx766,99484,422
tx767,36726,170
tx768,82508,709
tx769,76867,420
tx770,45078,970
tx771,82851,496
tx772,59128,420
tx773,17399,215
tx774,6893,235
tx775,18902,385
tx776,50605,316
tx777,68417,281
tx778,79586,572
tx779,23745,942
tx780,58037,763
tx781,10712,458
tx782,93449,417
tx783,56284,804
tx784,14215,922
tx785,65745,769
tx786,59694,432
tx787,59616,683
tx788,53873,968
tx789,85879,395
tx790,39473,413
tx791,28420,627
tx792,32884,574
tx793,18345,371
tx794,89114,896
tx795,81317,167
tx796,71376,829
tx797,72184,833
tx798,62435,870
tx799,91058,176
tx800,55285,534
tx801,41330,780
tx802,58833,487
tx803,2751,434
tx804,98200,169
tx805,46009,450
tx806,85938,628
tx807,58912,900
tx808,71436,639
tx809,22869,398
tx810,37182,426
tx811,66324,257
tx812,54971,882
tx813,41549,916
tx814,14103,929
tx815,97534,713
tx816,61617,193
tx817,4475,531
tx818,71956,270
tx819,85297,564
tx820,20935,965
tx821,22203,171
tx822,60142,866
tx823,77611,617
tx824,71188,688
tx825,85085,676
tx826,3182,777
tx827,49175,743
tx828,82300,193
tx829,99020,450
tx830,38156,568
tx831,38637,807
tx832,74788,510
tx833,22908,557
tx834,93451,704
tx835,8751,208
tx836,31778,210
tx837,38160,614
tx838,28627,966
tx839,36736,466
tx840,48393,521
tx841,71647,688
tx842,35695,883
tx843,83783,238
tx844,61950,427
tx845,38633,114
tx846,95415,143
tx847,95553,320
tx848,53533,434
tx849,58225,619
tx850,47505,687
tx851,46544,703
tx852,96754,703
tx853,69854,945
tx854,97649,987
tx855,94044,874
tx856,17319,219
tx857,41899,849
tx858,41239,515
tx859,14821,405
tx860,91845,744
tx861,91804,285
tx862,80048,570
tx863,48145,846
tx864,70024,666
tx865,35427,760
tx866,62844,719
tx867,46037,987
tx868,56834,349
tx869,76635,223
tx870,67652,560
tx871,36645,782
tx872,64989,852
tx873,7289,484
tx874,39613,851
tx875,81774,785
tx876,97447,129
tx877,15656,124
tx878,59710,707
tx879,88960,585
tx880,71213,771
tx881,18150,726
tx882,99820,617
tx883,25645,539
tx884,60759,282
tx885,39009,175
tx886,95359,454
tx887,40688,487
tx888,23404,720
tx889,23630,949
tx890,19237,531
tx891,99231,586
tx892,15280,245
tx893,84117,114
tx894,82251,125
tx895,1404,732
tx896,21247,296
tx897,6554,935
tx898,39387,629
tx899,75125,239
tx900,62014,827
tx901,82805,333
tx902,55728,863
tx903,48616,392
tx904,47889,857
tx905,73166,590
tx906,44991,958
tx907,96611,840
tx908,36053,387
tx909,43582,214
tx910,54103,494
tx911,73768,821
tx912,98519,787
tx913,17746,663
tx914,92757,347
tx915,79298,370
tx916,2788,206
tx917,49712,464
tx918,91256,609
tx919,95593,113
tx920,18765,395
tx921,84903,806
tx922,43654,498
tx923,61588,515
tx924,34520,375
tx925,42838,159
tx926,38532,207
tx927,86870,759
tx928,59687,804
tx929,39003,101
tx930,26450,230
tx931,24703,579
tx932,33846,427
tx933,52707,227
tx934,98378,538
tx935,66264,169
tx936,27320,188
tx937,64330,281
tx938,80017,377
tx939,21427,420
tx940,18301,801
tx941,37859,391
tx942,38782,985
tx943,76409,714
tx944,41389,487
tx945,4240,839
tx946,10220,218
tx947,39094,688
tx948,47246,122
tx949,42920,632
tx950,70652,289
tx951,82803,853
tx952,92974,548
tx953,43782,640
tx954,3689,732
tx955,27718,248
tx956,39944,940
tx957,3023,307
tx958,19776,841
tx959,92495,178
tx960,21610,772
tx961,60331,195
tx962,29635,839
tx963,74781,918
tx964,16640,672
tx965,30090,147
tx966,51006,949
tx967,41492,948
tx968,57318,308
tx969,53726,204
tx970,92491,778
tx971,87125,513
tx972,20134,838
tx973,49582,697
tx974,27648,277
tx975,46403,345
tx976,89431,215
tx977,22032,959
tx978,97652,816
tx979,44249,387
tx980,94402,608
tx981,83965,690
tx982,46376,897
tx983,90439,203
tx984,45660,279
tx985,45669,414
tx986,46191,809
tx987,36177,334
tx988,73825,221
tx989,87461,406
tx990,18543,889
tx991,95419,300
tx992,30942,350
tx993,61753,425
tx994,87582,731
tx995,47971,991
tx996,68710,885
tx997,78991,235
tx998,20717,340
tx999,99633,732
tx1000,65715,315
tx1001,50545,177
tx1002,56592,938
tx1003,16857,309
tx1004,59742,525
tx1005,52421,467
tx1006,81731,362
tx1007,96374,969
tx1008,99656,215
tx1009,54061,558
tx1010,52513,867
tx1011,5554,170
tx1012,11827,737
tx1013,74993,254
tx1014,89003,964
tx1015,1330,763
tx1016,70958,169
tx1017,85137,187
tx1018,18034,987
tx1019,79092,733
tx1020,54452,260
tx1021,30310,525
tx1022,15437,312
tx1023,58757,543
tx1024,74557,757
tx1025,21889,245
tx1026,40099,852
tx1027,71863,476
tx1028,91843,690
tx1029,15663,368
tx1030,64948,658
tx1031,37826,474
tx1032,39371,713
tx1033,38913,840
tx1034,29151,714
tx1035,46469,608
tx1036,80691,350
tx1037,75365,753
tx1038,13465,984
tx1039,71378,424
tx1040,39378,623
tx1041,77600,264
tx1042,73403,648
tx1043,16824,309
tx1044,4905,724
tx1045,95131,413
tx1046,42473,824
tx1047,50419,798
tx1048,6003,549
tx1049,29462,634
tx1050,28968,702
tx1051,75397,771
tx1052,44955,580
tx1053,60353,225
tx1054,30004,420
tx1055,15706,615
tx1056,26782,652
tx1057,26273,819
tx1058,67730,844
tx1059,66756,324
tx1060,92148,313
tx1061,24282,140
tx1062,88274,996
tx1063,70858,566
tx1064,17319,734
tx1065,79381,479
tx1066,19760,911
tx1067,1876,435
tx1068,77657,152
tx1069,22147,406
tx1070,12880,432
tx1071,16565,254
tx1072,38789,542
tx1073,84266,944
tx1074,42492,568
tx1075,78712,224
tx1076,30177,406
tx1077,41912,151
tx1078,58943,276
tx1079,50733,803
tx1080,59233,168
tx1081,2575,794
tx1082,39591,560
tx1083,74143,206
tx1084,41590,431
tx1085,57022,778
tx1086,78110,512
tx1087,67482,495
tx1088,31929,240
tx1089,70516,755
tx1090,91655,307
tx1091,29483,626
tx1092,47678,449
tx1093,9200,475
tx1094,99882,516
tx1095,52913,869
tx1096,49652,637
tx1097,12802,441
tx1098,75329,596
tx1099,41301,834
tx1100,95937,942
tx1101,65521,145
tx1102,68185,472
tx1103,83874,215
tx1104,65592,255
tx1105,63963,912
tx1106,41282,249
tx1107,95992,619
tx1108,75653,592
tx1109,99253,989
tx1110,57198,670
tx1111,10480,210
tx1112,40499,898
tx1113,27926,961
tx1114,73408,662
tx1115,27282,404
tx1116,87254,770
tx1117,75828,836
tx1118,48223,934
tx1119,98762,861
tx1120,93339,180
tx1121,80298,427
tx1122,69542,670
tx1123,7959,965
tx1124,69851,819
tx1125,15854,974
tx1126,9111,927
tx1127,65647,421
tx1128,66868,544
tx1129,55503,313
tx1130,21071,991
tx1131,50322,156
tx1132,61023,488
tx1133,7719,828
tx1134,96490,635
tx1135,59675,874
tx1136,65324,270
tx1137,59276,414
tx1138,80464,316
tx1139,51538,342
tx1140,31819,362
tx1141,89500,184
tx1142,90099,389
tx1143,61109,752
tx1144,99412,195
tx1145,91850,655
tx1146,74476,867
tx1147,43101,206
tx1148,52569,503
tx1149,18948,599
tx1150,9750,195
tx1151,40145,638
tx1152,43087,850
tx1153,91878,449
tx1154,5664,430
tx1155,67219,726
tx1156,41375,685
tx1157,91901,977
tx1158,62759,863
tx1159,6364,254
tx1160,33922,263
tx1161,54230,782
tx1162,73448,577
tx1163,69770,772
tx1164,8385,334
tx1165,40490,148
tx1166,72504,869
tx1167,49581,698
tx1168,74187,313
tx1169,30203,333
tx1170,36388,687
tx1171,43205,541
tx1172,31087,895
tx1173,49570,701
tx1174,2793,656
tx1175,16006,953
tx1176,7960,997
tx1177,65869,509
tx1178,57400,772
tx1179,33480,717
tx1180,9690,341
tx1181,65545,229
tx1182,72928,512
tx1183,98175,449
tx1184,19141,552
tx1185,15153,881
tx1186,39316,414
tx1187,25506,306
tx1188,13210,344
tx1189,82482,387
tx1190,64760,584
tx1191,30142,234
tx1192,29870,581
tx1193,94689,322
tx1194,46599,937
tx1195,31046,978
tx1196,44297,243
tx1197,95883,999
tx1198,32998,864
tx1199,99206,189
tx1200,3796,527
tx1201,2300,269
tx1202,43937,276
tx1203,40049,314
tx1204,19231,583
tx1205,85552,793
tx1206,68968,451
tx1207,29333,967
tx1208,7104,110
tx1209,72157,398
tx1210,26933,787
tx1211,86734,418
tx1212,44271,453
tx1213,33198,152
tx1214,74241,652
tx1215,54053,966
tx1216,35190,743
tx1217,43547,426
tx1218,83408,557
tx1219,33740,826
tx1220,87534,980
tx1221,79396,666
tx1222,19822,752
tx1223,81210,260
tx1224,73700,459
tx1225,47070,997
tx1226,17754,509
tx1227,15914,262
tx1228,75438,617
tx1229,54475,723
tx1230,48451,984
tx1231,42717,363
tx1232,22230,604
tx1233,69129,195
tx1234,32113,254
tx1235,54997,284
tx1236,37064,586
tx1237,81488,175
tx1238,32418,464
tx1239,59316,289
tx1240,45283,974
tx1241,14875,679
tx1242,1515,328
tx1243,4179,186
tx1244,74831,798
tx1245,99496,480
tx1246,56343,631
tx1247,76800,318
tx1248,60112,203
tx1249,11995,703
tx1250,24692,199
tx1251,97973,344
tx1252,18270,659
tx1253,52240,383
tx1254,11373,238
tx1255,75907,579
tx1256,76331,107
tx1257,16419,728
tx1258,59938,633
tx1259,16622,167
tx1260,11988,487
tx1261,91473,103
tx1262,41211,159
tx1263,72696,519
tx1264,94343,739
tx1265,53398,195
tx1266,19043,538
tx1267,49560,721
tx1268,19528,234
tx1269,74406,239
tx1270,17522,370
tx1271,36171,317
tx1272,29854,656
tx1273,3518,261
tx1274,77380,286
tx1275,33469,672
tx1276,6278,946
tx1277,61312,924
tx1278,55697,899
tx1279,50583,139
tx1280,68272,367
tx1281,84718,796
tx1282,87968,791
tx1283,90216,214
tx1284,62567,388
tx1285,57681,985
tx1286,54801,601
tx1287,63927,240
tx1288,9985,226
tx1289,88894,896
tx1290,33640,329
tx1291,60739,913
tx1292,14818,994
tx1293,91186,672
tx1294,22222,159
tx1295,45364,901
tx1296,25968,933
tx1297,2548,931
tx1298,2112,138
tx1299,86977,616
tx1300,11022,471
tx1301,53224,856
tx1302,30177,167
tx1303,84221,770
tx1304,63596,929
tx1305,29033,877
tx1306,23357,610
tx1307,27959,992
tx1308,89611,478
tx1309,85478,312
tx1310,17816,981
tx1311,57206,517
tx1312,28036,667
tx1313,11664,709
tx1314,77203,374
tx1315,77091,977
tx1316,95230,829
tx1317,64379,461
tx1318,74702,540
tx1319,2712,527
tx1320,98160,803
tx1321,34318,769
tx1322,77472,399
tx1323,12921,805
tx1324,17281,737
tx1325,61855,591
tx1326,22350,118
tx1327,67668,901
tx1328,12864,696
tx1329,80375,732
tx1330,86421,260
tx1331,9290,992
tx1332,6900,825
tx1333,53137,816
tx1334,10807,757
tx1335,57424,431
tx1336,96046,537
tx1337,18031,491
tx1338,14998,848
tx1339,70590,501
tx1340,59066,642
tx1341,63547,403
tx1342,58438,508
tx1343,6849,411
tx1344,27137,417
tx1345,25283,323
tx1346,37655,747
tx1347,39824,380
tx1348,13022,450
tx1349,7686,968
tx1350,80784,600
tx1351,29018,384
tx1352,34129,934
tx1353,82761,175
tx1354,92824,163
tx1355,49614,231
tx1356,16646,294
tx1357,70578,302
tx1358,33522,523
tx1359,68262,445
tx1360,16518,133
tx1361,65800,287
tx1362,15418,492
tx1363,26159,620
tx1364,37747,421
tx1365,67931,528
tx1366,90123,538
tx1367,53262,277
tx1368,24088,925
tx1369,56321,951
tx1370,60650,149
tx1371,2514,243
tx1372,23788,957
tx1373,71057,697
tx1374,74777,886
tx1375,1367,853
tx1376,16422,666
tx1377,78926,142
tx1378,11891,628
tx1379,39879,943
tx1380,49119,706
tx1381,23331,457
tx1382,13019,246
tx1383,3703,621
tx1384,70514,245
tx1385,2629,135
tx1386,36506,112
tx1387,88518,173
tx1388,57606,102
tx1389,1333,881
tx1390,36440,870
tx1391,26334,219
tx1392,4222,238
tx1393,44015,866
tx1394,61438,224
tx1395,97971,896
tx1396,63280,435
tx1397,37687,402
tx1398,25250,336
tx1399,60144,683
tx1400,93028,888
tx1401,41033,142
tx1402,96145,712
tx1403,69256,896
tx1404,7239,216
tx1405,82618,105
tx1406,18465,779
tx1407,7028,223
tx1408,82982,395
tx1409,52107,376
tx1410,20391,506
tx1411,55772,174
tx1412,14731,857
tx1413,61257,675
tx1414,76435,661
tx1415,92955,676
tx1416,90469,696
tx1417,94558,493
tx1418,87922,365
tx1419,18957,371
tx1420,56612,985
tx1421,85626,320
tx1422,42150,267
tx1423,55967,708
tx1424,33244,400
tx1425,22212,403
tx1426,79815,702
tx1427,47850,595
tx1428,5395,351
tx1429,35910,145
tx1430,27638,501
tx1431,35326,356
tx1432,81775,371
tx1433,87344,748
tx1434,52195,744
tx1435,4451,733
tx1436,46467,853
tx1437,69830,606
tx1438,9373,670
tx1439,29815,143
tx1440,83805,122
tx1441,82149,403
tx1442,71329,479
tx1443,74411,530
tx1444,98551,198
tx1445,17952,559
tx1446,57321,426
tx1447,88338,956
tx1448,70959,394
tx1449,70048,825
tx1450,89977,318
tx1451,92171,1000
tx1452,12836,413
tx1453,61952,528
tx1454,54433,555
tx1455,96235,320
tx1456,25909,667
tx1457,18240,247
tx1458,32581,741
tx1459,4782,157
tx1460,39801,696
tx1461,1845,309
tx1462,99802,113
tx1463,52270,303
tx1464,67228,214
tx1465,94995,237
tx1466,95560,612
tx1467,21053,864
tx1468,94085,294
tx1469,12565,516
tx1470,85895,706
tx1471,69384,870
tx1472,66326,748
tx1473,33286,945
tx1474,80622,875
tx1475,26683,389
tx1476,69125,426
tx1477,41218,855
tx1478,50740,947
tx1479,78816,774
tx1480,42901,833
tx1481,53142,220
tx1482,77891,852
tx1483,46673,358
tx1484,56537,181
tx1485,85738,343
tx1486,15659,426
tx1487,22950,831
tx1488,2117,816
tx1489,72343,586
tx1490,19640,698
tx1491,99786,594
tx1492,54349,504
tx1493,42339,188
tx1494,79182,224
tx1495,79099,739
